region,address,price,total_area,kitchen_area,living_area,rooms_count,floor,floors_number,build_date,isСomplete,complitation_year,house_material,parking,decoration,balcony,longitude,latitude,passenger_elevator,cargo_elevator,metro,metro_distance,metro_transport,district,is_apartments,is_auction,repair,with_furniture,windows_type
msk,"Москва, улица Сергея Макеева",69430000,99.7,9.5,44.8,3,2,21,empty,0,2026,monolith,empty,without,empty,37.5509033598003,55.762686601198,1,1,"Улица 1905 года,Краснопресненская,Шелепиха","12,4,5","walk,transport,transport","Пресненский,ЦАО",0,0,empty,empty,empty
msk,"Россия, г. Москва, Никитский б-р, д. 12",110238700,131.4,empty,empty,3,4,7,empty,empty,empty,empty,empty,empty,empty,37.60054,55.755393,empty,empty,"Арбатская,Александровский сад","6,11","walk,walk","Пресненский,ЦАО",0,1,empty,empty,empty
msk,"Москва, Багратионовский проезд, 5Ак1",38352000,75.2,empty,51.8,2,33,41,empty,1,2021,monolith,underground,empty,empty,37.5095986063909,55.7433431076337,1,2,"Фили,Багратионовская,Парк Победы","6,11,17","walk,walk,walk","Филевский парк,ЗАО",0,0,empty,empty,empty
msk,"Москва, Шелепихинская набережная, 40к2",23500000,52.3,11.9,29.4,2,13,25,empty,1,2023,monolith,empty,fine,empty,37.5020690569,55.7678642379,2,1,"Шелепиха,Хорошёвская","5,6","transport,transport","Хорошево-Мневники,СЗАО",0,1,empty,empty,empty
msk,"Москва, Береговой проезд, 2",20661010,44.7,14.6,16.4,1,2,16,empty,0,2024,monolithBrick,empty,without,empty,37.5078063512008,55.7597681819349,22,1,"Народное Ополчение,Фили,Багратионовская","3,4,4","transport,transport,transport","Филевский парк,ЗАО",0,0,empty,empty,empty
msk,"Россия, Москва, Шелепихинская набережная, 34к2",60000000,95.1,15.0,76.0,3,6,34,2018,empty,empty,monolith,underground,empty,0,37.508894,55.763057,1,1,"Шелепиха,Шелепиха,Хорошёвская","16,19,5","walk,walk,transport","Хорошево-Мневники,СЗАО",0,1,empty,empty,empty
msk,"Москва, Дружинниковская улица, 15",60173080,73.02,empty,empty,2,4,20,empty,0,2024,monolithBrick,empty,empty,empty,37.5744250403356,55.7597937762912,2,1,"Краснопресненская,Баррикадная,Улица 1905 года","4,8,13","walk,walk,walk","Пресненский,ЦАО",1,0,empty,empty,empty
msk,"Москва, Кутузовский проезд, 16А/1",55000000,88.8,6.5,empty,4,32,45,empty,0,2026,empty,empty,without,empty,37.5207647674,55.7449804534,empty,empty,"Международная,Кутузовская,Парк Победы","13,15,15","walk,walk,walk","Дорогомилово,ЗАО",0,1,empty,empty,empty
msk,"Москва, улица Костикова, 4к1",216819225,181.8,51.1,empty,3,14,21,empty,1,2023,monolith,empty,empty,empty,37.5573009849619,55.7612846731082,empty,empty,"Улица 1905 года,Краснопресненская,Беговая","9,19,2","walk,walk,transport","Пресненский,ЦАО",0,0,empty,empty,empty
msk,"Москва, Строительный проезд, 9",14300000,37.9,8.7,15.4,1,9,43,empty,0,2025,monolith,multilevel,rough,empty,37.4235475609,55.8360776977,2,2,"Трикотажная,Митино","4,7","transport,transport","Покровское-Стрешнево,СЗАО",0,1,empty,empty,empty
msk,"Москва, поселение Десёновское, 1-я Ватутинская улица, 12к2",14817000,47.0,8.5,27.2,2,11,13,empty,0,2023,monolithBrick,underground,without,empty,37.32262,55.504211,1,1,"Ольховая,Филатов Луг,Прокшино","17,18,27","transport,transport,transport","Десёновское,НАО (Новомосковский)",0,0,empty,empty,empty
msk,"Россия, Москва, Москва, улица Народного Ополчения, 15к3",59990000,108.6,empty,empty,4,38,58,2021,empty,empty,monolith,underground,empty,empty,37.473411,55.773854,2,2,"Народное Ополчение,Октябрьское поле,Хорошёво","10,6,6","walk,transport,transport","Хорошево-Мневники,СЗАО",0,1,empty,empty,empty
msk,"Москва, Часовая улица",22742532,64.8,21.2,25.6,2,2,29,empty,0,2026,monolith,underground,without,empty,37.521682566306986,55.81202757989051,empty,empty,"Сокол,Аэропорт","13,4","walk,transport","Аэропорт,САО",0,0,empty,empty,empty
msk,"Россия, Москва, Москва, улица Народного Ополчения, 15к3",56800000,106.0,empty,empty,4,10,58,2022,empty,empty,monolith,underground,empty,empty,37.473411,55.773854,3,3,"Народное Ополчение,Октябрьское поле,Хорошёво","10,6,6","walk,transport,transport","Хорошево-Мневники,СЗАО",0,1,empty,empty,empty
msk,"Москва, 3-й Обыденский переулок",453280000,203.7,38.4,82.6,3,3,6,empty,0,2026,monolith,underground,empty,3,37.6042283644,55.7420053403,1,1,"Кропоткинская,Полянка,Новокузнецкая","5,5,6","walk,transport,transport","Хамовники,ЦАО",0,0,empty,empty,empty
msk,"Россия, Москва, Москва, улица Народного Ополчения, 15к3",59000000,107.0,empty,empty,4,30,53,2022,empty,empty,monolith,underground,empty,empty,37.473411,55.773854,3,3,"Народное Ополчение,Октябрьское поле,Хорошёво","10,6,6","walk,transport,transport","Хорошево-Мневники,СЗАО",0,1,empty,empty,empty
msk,"Москва, 1-й Сетуньский проезд, вл10",33352428,60.99,empty,39.6,2,3,41,empty,0,2024,monolith,underground,empty,empty,37.541503,55.731936,2,2,"Лужники,Спортивная,Воробьёвы горы","3,4,4","transport,transport,transport","Раменки,ЗАО",0,0,empty,empty,empty
msk,"Москва, проспект Вернадского, д.37, к.1А",67000000,134.0,22.0,90.0,3,25,30,empty,empty,empty,empty,empty,empty,empty,37.511005,55.678255,empty,empty,"Проспект Вернадского,Университет","4,6","walk,transport","Проспект Вернадского,ЗАО",0,1,empty,empty,empty
msk,"Москва, Аминьевское шоссе, 6",15471700,47.9,empty,34.5,2,4,21,empty,1,2020,monolith,empty,rough,empty,37.4571176785729,55.7076352050853,empty,empty,"Давыдково,Аминьевская,Кунцевская","12,15,3","walk,walk,transport","Очаково-Матвеевское,ЗАО",1,0,empty,empty,empty
msk,"Россия, Москва, Москва, улица Народного Ополчения, 15к3",45000000,108.2,empty,empty,4,11,58,2021,empty,empty,monolith,underground,empty,3,37.473411,55.773854,2,2,"Народное Ополчение,Октябрьское поле,Хорошёво","10,6,6","walk,transport,transport","Хорошево-Мневники,СЗАО",0,1,empty,empty,empty
msk,"Москва, Дербеневская улица",63218218,85.3,empty,empty,3,4,11,empty,0,2025,monolithBrick,underground,without,empty,37.6542770089447,55.7253323113978,2,1,"Павелецкая,Пролетарская","16,18","walk,walk","Даниловский,ЮАО",0,0,empty,empty,empty
msk,"Москва, улица 2-я Звенигородская, вл.12к3",70000000,65.1,empty,52.0,2,5,20,empty,empty,empty,monolith,empty,empty,empty,37.55637,55.761497,empty,empty,"Улица 1905 года,Краснопресненская,Баррикадная","9,4,4","walk,transport,transport","Пресненский,ЦАО",0,1,empty,empty,empty
msk,"Москва, Варшавское шоссе, 170Ек4",16357400,57.8,empty,empty,2,20,26,empty,1,2023,panel,multilevel,fine,empty,37.5824077349731,55.5815474179261,empty,empty,"Лесопарковая,Аннино,Бульвар Дмитрия Донского","7,12,7","walk,walk,transport","Чертаново Южное,ЮАО",0,0,empty,empty,empty
msk,"Россия, Москва, Ленинградский проспект, 36с30",47500000,100.0,empty,empty,3,8,12,2019,empty,empty,monolith,underground,empty,0,37.569575,55.789431,3,1,"Петровский Парк,Динамо,Савёловская","8,11,19","walk,walk,walk","Аэропорт,САО",1,1,empty,empty,empty
msk,"Москва, микрорайон Рублёво-Архангельское, квартал В19",22384560,45.87,15.1,13.4,1,4,12,empty,0,2024,monolith,empty,without,empty,37.3438052008762,55.789558187273,empty,empty,"Павшино,Строгино","24,27","transport,transport",ЗАО,0,0,empty,empty,empty
msk,"Москва, Шелепихинская набережная, 34к3",28000000,65.7,15.7,28.5,1,18,41,empty,1,2021,monolith,empty,without,empty,37.5148204393,55.7634665249,empty,empty,"Шелепиха,Хорошёво,Полежаевская","18,4,5","walk,transport,transport","Хорошево-Мневники,СЗАО",0,1,empty,empty,empty
msk,"Москва, Херсонская улица, 43к5",47676600,121.5,33.0,52.3,3,3,32,empty,1,2021,empty,empty,empty,empty,37.5591316355813,55.6570116558116,2,2,"Зюзино,Воронцовская,Калужская","13,18,19","walk,walk,walk","Черемушки,ЮЗАО",0,0,empty,empty,empty
msk,"Россия, Москва, Сидней Сити ЖК, к2/2",37400000,76.8,14.6,empty,2,6,44,empty,0,2024,monolith,empty,fine,0,37.504717,55.767656,3,1,"Шелепиха,Беговая,Шелепиха","4,6,6","transport,transport,transport","Хорошево-Мневники,СЗАО",0,1,empty,empty,empty
msk,"Москва, 2-й Силикатный проезд",16875180,41.3,2.7,33.6,2,3,28,empty,0,2026,monolith,underground,without,empty,37.509096179237,55.7691954682233,2,empty,"Полежаевская,Хорошёво,Хорошёвская","20,20,20","walk,walk,walk","Хорошево-Мневники,СЗАО",1,0,empty,empty,empty
msk,"Россия, Москва, жилой комплекс Скай Гарден",14600000,38.0,8.9,15.4,1,6,43,empty,0,2025,monolith,multilevel,rough,0,37.4235475609,55.8360776977,0,1,"Трикотажная,Митино","4,7","transport,transport","Покровское-Стрешнево,СЗАО",0,1,empty,empty,empty
msk,"Москва, 1-я Тверская-Ямская улица, 2",180790000,101.0,28.6,empty,3,9,9,empty,1,2022,monolith,underground,fine,empty,37.5948676266339,55.7710883704405,empty,empty,"Маяковская,Тверская,Пушкинская","1,10,11","walk,walk,walk","Тверской,ЦАО",1,0,empty,empty,empty
msk,"Москва, поселение Сосенское, жилой комплекс Прокшино, 5.1.4",9100000,40.3,7.0,31.0,2,5,16,2024,empty,empty,monolith,empty,empty,empty,37.431918,55.592744,empty,empty,"Прокшино,Филатов Луг,Коммунарка","14,8,9","walk,transport,transport","Сосенское,НАО (Новомосковский)",0,1,empty,empty,empty
msk,"Москва, Потаповский переулок, 5с4",158480000,78.7,33.2,15.7,1,3,6,empty,0,2025,monolith,underground,empty,1,37.641443038028626,55.761765709459695,1,empty,"Чистые пруды,Тургеневская,Сретенский бульвар","5,6,8","walk,walk,walk","Басманный,ЦАО",0,0,empty,empty,empty
msk,"Россия, г. Москва, Леонтьевский пер., д. 11",219580001,150.8,empty,empty,3,4,5,empty,empty,empty,empty,empty,empty,empty,37.60319,55.759567,empty,empty,"Тверская,Пушкинская,Чеховская","9,10,12","walk,walk,walk","Пресненский,ЦАО",0,1,empty,empty,empty
msk,"Москва, 1-й Красногвардейский проезд, 22с1",50869000,45.5,empty,empty,1,65,66,empty,1,2020,monolith,empty,without,empty,37.533742,55.751138,empty,empty,"Выставочная,Деловой центр,Тестовская","3,3,3","walk,walk,walk","Пресненский,ЦАО",1,0,empty,empty,empty
msk,"Россия, г. Москва, Архитектора Власова ул., д. 71, корп. 2",54900000,121.9,empty,empty,4,33,34,empty,empty,empty,empty,empty,empty,empty,37.531092,55.658703,empty,empty,"Воронцовская,Калужская","7,11","walk,walk","Обручевский,ЮЗАО",0,1,empty,empty,empty
msk,"Москва, микрорайон Рублёво-Архангельское, квартал В20",29846050,54.02,19.0,15.1,1,3,13,empty,0,2024,monolithBrick,empty,fine,empty,37.3438008900958,55.7887728612671,empty,empty,"Павшино,Строгино,Строгино","24,27,28","transport,transport,transport",ЗАО,0,0,empty,empty,empty
msk,"Россия, г. Москва, Часовая ул., д. 19, корп. 3",55000000,128.0,empty,empty,3,22,23,empty,empty,empty,empty,empty,empty,empty,37.521471,55.808852,empty,empty,"Сокол,Красный Балтиец,Аэропорт","8,8,17","walk,walk,walk","Аэропорт,САО",0,1,empty,empty,empty
msk,"Москва, 2-й Донской проезд",68693770,85.0,empty,empty,3,5,18,empty,0,2028,monolith,empty,without,empty,37.5925293128265,55.7107321234353,empty,empty,"Ленинский проспект,Площадь Гагарина","7,10","walk,walk","Донской,ЮАО",0,0,empty,empty,empty
msk,"Россия, г. Москва, Кривоарбатский пер., д. 8, стр. 2",126650000,138.5,empty,empty,3,7,8,empty,empty,empty,empty,empty,empty,empty,37.589904,55.748376,empty,empty,"Смоленская,Арбатская","6,14","walk,walk","Арбат,ЦАО",0,1,empty,empty,empty
msk,"Москва, Полковая улица",32830950,75.8,empty,empty,3,2,22,empty,0,2025,monolith,underground,without,empty,37.5975001540744,55.7986280976491,2,1,"Савёловская,Марьина Роща","10,6","walk,transport","Марьина роща,СВАО",0,0,empty,empty,empty
msk,"Москва, Москва, Мосфильмовская ул, 8",226800000,168.0,60.0,empty,2,50,53,2012,empty,empty,monolith,empty,empty,empty,37.527256,55.723587,1,0,Минская,7,transport,"Раменки,ЗАО",empty,1,empty,empty,empty
msk,"Москва, Западный административный округ, район Раменки, жилой комплекс Вест Гарден, к14",26270000,44.6,21.4,13.8,1,8,14,empty,1,2023,monolith,empty,empty,empty,37.4964885610361,55.7150361920507,1,1,"Ломоносовский проспект,Раменки,Минская","2,3,5","transport,transport,transport","Раменки,ЗАО",0,0,empty,empty,empty
msk,"Москва, Хамовники район, Хилков пер., д.5",215000000,126.0,40.0,81.0,3,2,6,2008,empty,empty,monolith,empty,empty,0,37.597001,55.738368,1,empty,Парк Культуры,5,walk,"Хамовники,ЦАО",empty,1,empty,empty,empty
msk,"Москва, улица Мнёвники",42564927,84.01,21.9,empty,3,34,54,empty,0,2027,monolith,underground,empty,empty,37.5077421542052,55.7741898598792,1,empty,"Полежаевская,Хорошёвская,Народное Ополчение","14,15,15","walk,walk,walk","Хорошево-Мневники,СЗАО",0,0,empty,empty,empty
msk,"Москва, Хорошёво-Мнёвники район, Народного Ополчения ул., д.15, к.3",46000000,108.5,15.2,64.3,4,41,53,2022,empty,empty,monolith,empty,empty,0,37.473411,55.773854,3,1,Народное Ополчение,10,walk,"Хорошево-Мневники,СЗАО",empty,1,empty,empty,empty
msk,"Москва, улица Фридриха Энгельса, 56",27222000,69.8,empty,empty,2,11,27,empty,0,2026,monolithBrick,underground,without,empty,37.6924907546307,55.7767727415349,2,1,"Бауманская,Электрозаводская","13,4","walk,transport","Басманный,ЦАО",0,0,empty,empty,empty
msk,"Москва, улица Шеногина",19950000,36.1,11.9,14.3,1,16,20,empty,empty,2024,monolith,empty,fine,empty,37.503756,55.767868,empty,empty,"Хорошёво,Шелепиха,Хорошёвская","18,3,3","walk,transport,transport","Хорошево-Мневники,СЗАО",0,1,empty,empty,empty
msk,"Москва, 2-я Хуторская улица",35098867,85.13,27.7,33.9,3,5,43,empty,0,2025,monolith,underground,empty,empty,37.5718057748288,55.8061573028355,1,1,"Дмитровская,Гражданская,Тимирязевская","6,18,5","walk,walk,transport","Савеловский,САО",0,0,empty,empty,empty
msk,"Россия, Москва, жилой комплекс Скай Гарден",14990000,37.9,8.7,15.4,1,23,43,empty,0,2025,monolith,multilevel,rough,empty,37.4235475609,55.8360776977,2,2,"Трикотажная,Митино","4,7","transport,transport","Покровское-Стрешнево,СЗАО",0,1,empty,empty,empty
msk,"Москва, улица Генерала Глаголева",19617500,47.5,15.5,17.8,2,24,28,empty,0,2025,monolith,empty,without,empty,37.46364569807671,55.78293547114143,1,empty,,,,"Хорошево-Мневники,СЗАО",0,0,empty,empty,empty
msk,"Москва, Ленинградский просп., 37/5",52000000,69.3,8.0,45.0,2,3,5,2021,empty,empty,monolith,underground,empty,empty,37.541018,55.793875,3,empty,"Аэропорт,Петровский Парк,Динамо","13,16,17","walk,walk,walk","Хорошевский,САО",0,1,empty,empty,empty
msk,"Москва, улица Арбат, 24",88184211,111.7,empty,empty,1,8,8,empty,1,2019,monolith,underground,rough,empty,37.592285,55.750069,2,empty,"Смоленская,Арбатская","9,10","walk,walk","Арбат,ЦАО",0,0,empty,empty,empty
msk,"Москва, Ленинградский проспект 37/4",57000000,70.0,10.0,42.0,2,3,36,2021,empty,empty,monolith,underground,empty,empty,37.540532999999996,55.793313,3,empty,"Аэропорт,Петровский Парк,Динамо","13,17,17","walk,walk,walk","Хорошевский,САО",0,1,empty,empty,empty
msk,"Москва, жилой комплекс Виктори Парк Резиденсез, 3к8",98071613,105.8,7.0,empty,3,3,10,empty,0,2024,monolith,empty,fine,empty,37.5158990706786,55.7314038591472,empty,empty,"Парк Победы,Кутузовская,Киевская","9,20,5","walk,walk,transport","Дорогомилово,ЗАО",0,0,empty,empty,empty
msk,"Россия, г. Москва, Грузинская Б. ул., д. 37, стр. 2",75000000,126.3,empty,empty,3,3,18,empty,empty,empty,empty,empty,empty,empty,37.580795,55.769388,empty,empty,Белорусская,12,walk,"Пресненский,ЦАО",0,1,empty,empty,empty
msk,"Москва, проспект Лихачёва",28175155,64.4,empty,empty,2,6,35,empty,0,2026,monolithBrick,underground,without,empty,37.6619296641515,55.6905946369025,empty,empty,"Технопарк,ЗИЛ,Коломенская","10,4,5","walk,transport,transport","Даниловский,ЮАО",0,0,empty,empty,empty
msk,"Москва, Ломоносовский район, Архитектора Власова ул., д.6",55000000,161.6,25.0,103.5,4,3,18,2005,empty,empty,monolith,empty,empty,0,37.550333,55.679605,2,empty,"Профсоюзная,Новые Черёмушки,Академическая","12,16,4","walk,walk,transport","Ломоносовский,ЮЗАО",empty,1,empty,empty,empty
msk,"Москва, Ильменский проезд",20266060,55.24,empty,empty,2,12,39,empty,0,2026,monolith,underground,empty,empty,37.54636069274963,55.8627017038544,1,1,"Селигерская,Верхние Лихоборы,Яхромская","4,14,20","walk,walk,walk","Западное Дегунино,САО",0,0,empty,empty,empty
msk,"Москва, Ленинградский проспект, 36с31",140000000,203.0,17.0,170.0,4,7,11,empty,empty,empty,monolithBrick,underground,empty,empty,37.567042,55.787958,2,empty,"Петровский Парк,Динамо","7,7","walk,walk","Аэропорт,САО",1,1,empty,empty,empty
msk,"Москва, Щукинская улица, 3",25685400,48.1,15.5,15.8,1,10,21,empty,1,2023,monolith,underground,without,empty,37.4804656230608,55.808285024147,1,1,"Щукинская,Октябрьское поле,Сокол","11,4,11","walk,transport,transport","Щукино,СЗАО",0,0,empty,empty,empty
msk,"Россия, Москва, Мосфильмовская улица, 70к3",82500000,150.0,empty,empty,4,11,38,empty,empty,empty,monolith,underground,empty,0,37.506271,55.714784,0,0,"Ломоносовский проспект,Минская,Минская","17,19,5","walk,walk,transport","Раменки,ЗАО",0,1,empty,empty,empty
msk,"Москва, Софийская набережная, 34с3",180000000,75.0,10.0,43.3,2,5,7,empty,0,2026,monolith,underground,without,empty,37.622796830688,55.7463922322426,4,3,"Новокузнецкая,Третьяковская","10,10","walk,walk","Якиманка,ЦАО",0,0,empty,empty,empty
msk,"Москва, улица Архитектора Власова, 6",55000000,161.6,empty,empty,4,3,18,2005,empty,empty,monolith,empty,empty,empty,37.550333,55.679605,4,empty,"Профсоюзная,Новые Черёмушки,Академическая","11,15,4","walk,walk,transport","Ломоносовский,ЮЗАО",0,1,empty,empty,empty
msk,"Москва, Лужнецкая набережная",97922000,82.4,empty,26.5,3,13,18,empty,0,2026,monolith,multilevel,empty,empty,37.5729976389884,55.7152023823584,1,1,"Воробьёвы горы,Лужники,Спортивная","12,18,20","walk,walk,walk","Хамовники,ЦАО",0,0,empty,empty,empty
msk,"Россия, г. Москва, Пироговская М. ул., д. 8",217637729,181.0,empty,empty,4,3,12,empty,empty,empty,empty,empty,empty,empty,37.570474,55.72961,empty,empty,"Спортивная,Фрунзенская","11,12","walk,walk","Хамовники,ЦАО",0,1,empty,empty,empty
msk,"Москва, улица Зорге, 9",26443340,56.29,18.9,23.3,2,16,21,empty,1,2023,monolithBrick,underground,without,empty,37.508661000000004,55.783038,2,1,"Зорге,Полежаевская","19,2","walk,transport","Хорошевский,САО",1,0,empty,empty,empty
msk,"Москва, проспект Ленинградский, д.37/3",79990000,91.0,26.0,60.0,4,6,41,2023,empty,empty,empty,underground,empty,empty,37.541853,55.79307,2,1,"ЦСКА,Динамо,Петровский Парк","13,4,8","walk,transport,transport","Хорошевский,САО",0,1,empty,empty,empty
msk,"Москва, Ленинский проспект, 2",75490000,75.49,26.0,44.5,2,2,9,empty,0,2024,monolithBrick,empty,fine,empty,37.61125350678,55.7296107564818,empty,empty,"Октябрьская,Добрынинская,Полянка","2,11,13","walk,walk,walk","Якиманка,ЦАО",1,0,empty,empty,empty
msk,"Москва, улица Архитектора Власова, 6",46000000,121.9,empty,empty,4,6,18,2005,empty,empty,monolith,underground,empty,empty,37.550333,55.679605,4,empty,"Профсоюзная,Новые Черёмушки,Академическая","12,16,4","walk,walk,transport","Ломоносовский,ЮЗАО",0,1,empty,empty,empty
msk,"Москва, Большая Черёмушкинская улица",33793520,65.9,empty,empty,3,14,42,empty,1,2024,monolith,empty,empty,empty,37.59277037884578,55.678190318333414,4,4,"Нагорная,Академическая,Крымская","20,5,8","walk,transport,transport","Котловка,ЮЗАО",0,0,empty,empty,empty
msk,"Москва, Западный административный округ, район Очаково-Матвеевское, жилой комплекс Матвеевский Парк, 1.4",19500000,51.63,17.7,20.3,2,16,17,empty,1,2023,monolith,underground,fine,1,37.4602432626,55.6949384771,1,1,"Аминьевская,Аминьевская,Давыдково","7,15,4","walk,walk,transport","Очаково-Матвеевское,ЗАО",0,1,empty,empty,empty
msk,"Москва, Южнопортовая улица",25588860,56.6,13.6,22.5,2,5,29,empty,0,2025,monolith,underground,empty,empty,37.7100016085198,55.6945123686845,2,1,"Печатники,Люблино,Печатники","16,3,17","walk,transport,transport","Печатники,ЮВАО",0,0,empty,empty,empty
msk,"Россия, Москва, Можайское шоссе, 22к2",61000000,232.0,empty,empty,6,24,24,2009,empty,empty,monolith,empty,empty,0,37.426977,55.721949,2,0,"Рабочий посёлок,Кунцевская,Давыдково","13,4,4","walk,transport,transport","Можайский,ЗАО",0,1,empty,empty,empty
msk,"Москва, микрорайон Рублёво-Архангельское, квартал В21",38118612,89.86,6.2,53.2,3,3,13,empty,0,2025,monolith,empty,empty,empty,37.3434570638689,55.7875762516888,empty,empty,"Опалиха,Сетунь,Карамышевская","11,12,13","transport,transport,transport",ЗАО,0,0,empty,empty,empty
msk,"Москва, Ленинградский проспект, 36с31",140000000,201.3,empty,empty,4,7,10,2017,empty,empty,monolith,underground,empty,empty,37.567042,55.787958,1,empty,"Динамо,Петровский Парк,Савёловская","9,10,16","walk,walk,transport","Аэропорт,САО",0,1,empty,empty,empty
msk,"Москва, улица Обручева",15453000,30.0,empty,empty,1,31,34,empty,0,2025,monolith,empty,without,empty,37.532481299207,55.6589834706462,2,2,"Калужская,Воронцовская,Беляево","8,11,5","walk,walk,transport","Обручевский,ЮЗАО",0,0,empty,empty,empty
msk,"Россия, г. Москва, Саввинская наб., д. 9",267648101,215.0,empty,empty,5,15,15,empty,empty,empty,empty,empty,empty,empty,37.569396,55.736914,empty,empty,Киевская,11,walk,"Хамовники,ЦАО",0,1,empty,empty,empty
msk,"Москва, 1-й Можайский тупик, 8Ас1",61427720,79.88,empty,empty,3,2,14,empty,0,2026,monolith,empty,empty,empty,37.55858,55.743603,empty,empty,"Киевская,Студенческая,Выставочная","8,12,20","walk,walk,walk","Дорогомилово,ЗАО",1,0,empty,empty,empty
msk,"Россия, Москва, улица Петровка, 24с3",85000000,142.0,22.4,93.7,4,3,4,1914,empty,empty,brick,ground,empty,empty,37.616997,55.765357,1,empty,"Трубная,Пушкинская,Кузнецкий мост","6,10,10","walk,walk,walk","Тверской,ЦАО",0,1,empty,empty,empty
msk,"Москва, микрорайон Рублёво-Архангельское, квартал B10",29720000,80.0,5.3,52.7,3,2,9,empty,0,2026,monolithBrick,empty,without,empty,37.3426072432844,55.7907334001236,empty,empty,"Павшино,Строгино","24,27","transport,transport",ЗАО,0,0,empty,empty,empty
msk,"Ленинградский проспект, 37/4",32300000,45.5,6.3,19.1,1,3,40,empty,empty,empty,empty,empty,empty,0,37.540532999999996,55.793313,empty,empty,Динамо,17,walk,"Хорошевский,САО",0,1,empty,empty,empty
msk,"Москва, улица Ротмистрова, 2",29621200,59.6,11.8,37.0,2,3,19,empty,0,2024,monolith,empty,without,empty,37.47701146159,55.79153078518826,empty,empty,"Октябрьское поле,Карамышевская,Панфиловская","20,3,5","walk,transport,transport","Щукино,СЗАО",0,0,empty,empty,empty
msk,"Россия, Москва, жилой комплекс Новоданиловская 8, к1",26300000,69.0,17.0,35.0,3,5,24,empty,empty,empty,monolith,underground,empty,empty,37.624804,55.696504,1,2,Тульская,19,walk,"Донской,ЮАО",1,1,empty,empty,empty
msk,"Москва, улица Врубеля, 4",51830000,81.2,28.4,28.6,2,7,12,empty,1,2023,monolith,underground,empty,empty,37.5020142170924,55.8062882789303,1,1,"Панфиловская,Сокол,Стрешнево","12,13,17","walk,walk,walk","Сокол,САО",0,0,empty,empty,empty
msk,"Москва, Ленинградский проспект, 37/6",110000000,112.8,12.0,70.4,4,10,37,2021,empty,empty,monolith,underground,empty,empty,37.542213,55.794173,2,empty,"Аэропорт,Петровский Парк,Динамо","12,15,15","walk,walk,walk","Хорошевский,САО",0,1,empty,empty,empty
msk,"Москва, 4-й Красногорский проезд, 3",17257119,36.6,5.0,22.3,2,7,30,empty,0,2027,monolith,underground,empty,empty,37.483641055570985,55.813896825423214,1,3,"Стрешнево,Войковская,Щукинская","5,19,20","walk,walk,walk","Щукино,СЗАО",0,0,empty,empty,empty
msk,"Москва, Ленинградский проспект, 37/3",78500000,132.9,9.0,90.0,4,7,41,2021,empty,empty,monolith,underground,empty,empty,37.541853,55.79307,3,empty,"Аэропорт,Петровский Парк,Динамо","13,16,17","walk,walk,walk","Хорошевский,САО",0,1,empty,empty,empty
msk,"Москва, Береговой проезд, 2",36466603,103.9,26.0,35.7,3,3,20,empty,0,2024,monolithBrick,empty,without,empty,37.5078063512008,55.7597681819349,22,1,"Народное Ополчение,Фили,Багратионовская","3,4,4","transport,transport,transport","Филевский парк,ЗАО",0,0,empty,empty,empty
msk,"Москва, Ленинградский проспект, 36с40",52950000,98.2,5.0,55.0,3,8,26,empty,empty,empty,empty,empty,empty,empty,37.569054,55.790529,2,empty,"Петровский Парк,Динамо","10,10","walk,walk","Аэропорт,САО",1,1,empty,empty,empty
msk,"Москва, улица Василисы Кожиной, вл25/1",40651000,68.9,empty,empty,1,12,17,empty,0,2024,monolith,empty,empty,empty,37.4922799384835,55.7339776945285,1,1,"Филёвский парк,Парк Победы,Фили","12,4,4","walk,transport,transport","Филевский парк,ЗАО",1,0,empty,empty,empty
msk,"Москва, Ленинградский проспект, 37/7",58500000,88.3,8.8,45.0,3,17,41,2021,empty,empty,monolith,underground,empty,empty,37.543183,55.793698,2,empty,"Аэропорт,Петровский Парк,Динамо","13,14,15","walk,walk,walk","Хорошевский,САО",0,1,empty,empty,empty
msk,"Москва, 1-я улица Бухвостова",16144398,37.8,13.9,12.9,1,2,14,empty,0,2027,monolith,empty,without,empty,37.711369139011246,55.79724014767848,1,1,"Преображенская площадь,Семёновская,Черкизовская","7,4,4","walk,transport,transport","Преображенское,ВАО",0,0,empty,empty,empty
msk,"Россия, г. Москва, Остоженка ул., д. 1/9",75000000,75.0,empty,empty,2,2,4,empty,empty,empty,empty,empty,empty,empty,37.602346,55.744029,empty,empty,"Кропоткинская,Боровицкая,Арбатская","2,11,13","walk,walk,walk","Хамовники,ЦАО",0,1,empty,empty,empty
msk,"Москва, Подольское шоссе, 3",25145601,39.8,empty,34.8,1,12,13,empty,0,2024,monolith,underground,empty,empty,37.62448,55.713248,empty,empty,"Тульская,Серпуховская,Шаболовская","8,19,4","walk,walk,transport","Даниловский,ЮАО",1,0,empty,empty,empty
msk,"Россия, г. Москва, Гагаринский пер., д. 24/7, стр. 2",230000000,170.0,empty,empty,4,4,5,empty,empty,empty,empty,empty,empty,empty,37.590578,55.745377,empty,empty,"Смоленская,Кропоткинская","9,9","walk,walk","Хамовники,ЦАО",0,1,empty,empty,empty
msk,"Москва, 1-я улица Ямского Поля, 28с3",37239999,76.65,empty,30.1,2,2,21,empty,0,2024,monolith,empty,empty,empty,37.5854233447,55.7831190791,empty,empty,"Белорусская,Менделеевская,Савёловская","7,18,18","walk,walk,walk","Беговой,САО",1,0,empty,empty,empty
